id,rating,comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен,categories
3840353,5,Благодарю ,,,,,,['Вопрос решен']
3841026,5,Спасибо Сергей ! )))),,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3842440,5,"Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)",,,,,,"['Нравится скорость отработки заявок', 'Нравится качество работы сотрудников']"
3842790,5,хоть что то сделали 👍👏,,,,,,["Вопрос решен"]
3843760,5,спасибо),,,,,,['Вопрос решен']
3844645,5,"профессионально, быстро. очень приятный мастер",,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Нравится качество работы сотрудников']"
3846820,5,спасибо! ,,,,,,['Вопрос решен']
3846831,5,"Спасибо, вопрос решили, всё стало нормально ",,,,,,"['Понравилось выполнение заявки', 'Вопрос решен']"
3848236,5,Татьяна Владимировна большое вам спасибо!!!! ,,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3850021,5,спасибо! ,,,,,,['Вопрос решен']
3860248,5,"Среагировали быстро, благодарю ",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3860900,5,Спасибо за оперативность!,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3862448,5,Отличный мастер!,,,,,,['Нравится качество работы сотрудников']
3863351,5,"Спасибо! По крайней мере, по ночам пока шума не слышно.",,,,,,['Вопрос решен']
3863609,5,Быстро ,,,,,,['Нравится скорость отработки заявок']
3866829,5,Спасибо за своевременное выполнение заявки...,,,,,,"['Вопрос решен', 'Нравится качество выполнения заявки']"
3866867,5,все сделали быстро. спасибо ,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3868883,5,всё отлично 👍,,,,,,['Нравится качество выполнения заявки']
3871379,5,Спасибо ,,,,,,['Вопрос решен']
3872124,5,"Большое спасибо Александру,за оперативность и профессионализм ",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен', 'Нравится качество работы сотрудников']"
3872129,5,благодарю ,,,,,,['Вопрос решен']
3873692,5,оперативно и качественно. спасибо ,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Вопрос решен']"
3874941,5,Спасибо!,,,,,,['Вопрос решен']
3875262,5,"благодарю, всего доброго!",,,,,,['Вопрос решен']
3876790,5,спасибо,,,,,,['Вопрос решен']
3876998,5,Спасибо ,,,,,,['Вопрос решен']
3877186,5,Спасибо большое! ,,,,,,['Вопрос решен']
3877315,5,Спасибо!,,,,,,['Вопрос решен']
3877334,3,К мастеру вопросов нет.  ,,,,,,['Нравится качество работы сотрудников']
3877901,5,"Мастер быстро решил проблему!Всё исправил,очень довольна!Спасибо!",,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Вопрос решен', 'Нравится качество работы сотрудников']"
3878088,5,"вытяжка заработала - спасибо. отдельное спасибо мастеру, который сообщил, что нет причин, препятствующих подключению вытяжки к домовой вентиляции ",,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3878555,5,спасибо большое! надолго ли🙄,,,,,,['Вопрос решен']
3878808,5,Огромное спасибо! ,,,,,,['Вопрос решен']
3879856,5,Всё очень четко организовано! Большое спасибо за работу!,,,,,,"['Вопрос решен', 'Нравится качество выполнения заявки']"
3880345,5,Спасибо Вам большое и за дверь и за номера квартир!,,,,,,['Вопрос решен']
3880717,3,снимаю звезду за первую отписку без выполнения работ,,,,,,['Вопрос не решен']
3881004,5,"В день создания заявки , рабочие оперативно пришли и весь ужас убрали , огромная благодарность ! ",,,,,,['Нравится скорость отработки заявок']
3881432,5,Спасибо!,,,,,,['Вопрос решен']
3881460,5,Спасибо! Все заработало ,,,,,,['Вопрос решен']
3881636,5,"спасибо, решили мой вопрос на месте в офисе ",,,,,,"['Понравилось выполнение заявки', 'Вопрос решен']"
3882840,5,"Спасибо больше Ольге Птушкине, за проделанную работу! ",,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3883049,5,Спасибо ,,,,,,['Вопрос решен']
3883200,5,"всё сделали хорошо, починили вовремя. наверное, молодцы.",,,,,,"['Нравится качество выполнения заявки', 'Нравится скорость отработки заявок']"
3883457,5,Спасибо,,,,,,['Вопрос решен']
3883549,5,Супер! Спасибо!,,,,,,['Вопрос решен']
3883658,5,Отлично! Все выполнили как и обещали! ,,,,,,"['Нравится качество выполнения заявки', 'Вопрос решен']"
3883736,5,Очень оперативно. Спасибо большое ,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3883745,5,"Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.",,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Вопрос решен', 'Нравится качество работы сотрудников']"
3883823,5,Спасибо,,,,,,['Вопрос решен']
3884514,5,спасибо,,,,,,['Вопрос решен']
3884705,5,Спасибо ,,,,,,['Вопрос решен']
3884964,5,Умело подкрутили редукторы давления. Молодец!,,,,,,['Нравится качество работы сотрудников']
3885089,5,"все хорошо,дверь практически бесшумно закрывается",,,,,,['Нравится качество выполнения заявки']
3885291,5,Спасибо ,,,,,,['Вопрос решен']
3885807,5,спасибо),,,,,,['Вопрос решен']
3886150,5,"проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам",,,,,,"['Понравилось выполнение заявки', 'Вопрос решен']"
3886231,5,"быстро, чётко, без проблем. одно слово - мастер! ",,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Вопрос решен', 'Нравится качество работы сотрудников']"
3886721,5,Работает. Спасибо!,,,,,,['Вопрос решен']
3886923,5,"сегодня ездил, все исправно работает, спасибо!",,,,,,['Вопрос решен']
3886937,5,"Спасибо большое, всё понятно.",,,,,,['Вопрос решен']
3887002,5,Татьяна спасибо ❤️,,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3887203,5,На вопрос ответили. Крепления нельзя повесить в колясочной,,,,,,['Вопрос решен']
3887228,5,Большое спасибо!,,,,,,['Вопрос решен']
3887353,5,Лучший ,,,,,,['Вопрос решен']
3887358,5,спасибо за оперативность ,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3887389,5,спасибо ,,,,,,['Вопрос решен']
3887392,5,спасибо за то что быстро отреагировали,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3887422,5,"Сервис на высоте, мастер - профессионал",,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3887496,5,спасибо,,,,,,['Вопрос решен']
3887525,5,спасибо большое,,,,,,['Вопрос решен']
3887606,1,ок ,,,,,,['Вопрос решен']
3887614,2,Надолго ли(,,,,,,['Вопрос решен']
3887616,2,Надолго ли(,,,,,,['Вопрос решен']
3887743,5,Спасибо. Все работает,,,,,,['Вопрос решен']
3887791,5,Спасибо большое!,,,,,,['Вопрос решен']
3887832,5,Спасибо!,,,,,,['Вопрос решен']
3887844,5,"заявка выполнена, спасибо.",,,,,,"['Вопрос решен', 'Нравится качество выполнения заявки']"
3887922,5,Дверь закрывается намного лучше.,,,,,,['Вопрос решен']
3888009,5,Спасибо за быстрое реагирование!!!,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3888318,5,"Оперативно сработали, благодарю.",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3888320,5,спасибо большое,,,,,,['Вопрос решен']
3888354,5,"Спасибо сантехнику Алексею, все сделано качественно ",,,,,,"['Нравится качество выполнения заявки', 'Вопрос решен', 'Нравится качество работы сотрудников']"
3888539,5,"Огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику, прибывшему в воскресенье через 20 минут после написания заявки! Все решилось наилучшим образом! Вот так бы все вопросы оперативно решались!!!",,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Вопрос решен', 'Нравится качество работы сотрудников']"
3888591,5,Очень оперативно и никуда не пришлось ходить.,,,,,,['Нравится скорость отработки заявок']
3888606,5,Проблема решена.,,,,,,['Понравилось выполнение заявки']
3888633,5,Очень оперативно отреагировали! Спасибо!,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3888794,5,"оперативно, качественно, вопросов не возникло. Спасибо.",,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Вопрос решен']"
3888811,5,Быстро!,,,,,,['Нравится скорость отработки заявок']
3888828,5,Благодарю за оперативность!,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3889213,5,спасибо за оперативное решение проблемы. ,,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Вопрос решен']"
3889473,1,Оперативная работа,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3889866,5,спасибо ,,,,,,['Вопрос решен']
3889956,5,Лучший мастер на свете 🥰Спасибо большое 🙏,,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3890030,5,"Спасибо большое, что починили домофон. ",,,,,,['Вопрос решен']
3890209,5,Отличная работа,,,,,,['Вопрос решен']
3890231,5,Спасибо огромное за помощь!,,,,,,['Вопрос решен']
3890239,5,"обычная услуга. Цена, правда, завышена (за около 10ти минут работы). ",,,,,,['Вопрос решен']
3890275,5,отличная работа. теперь дверь закрывается плавно. спасибо. ,,,,,,['Вопрос решен']
3890303,5,спасибо,,,,,,['Вопрос решен']
3890389,5,спасибо большое ,,,,,,['Вопрос решен']
3890393,5,Все супер быстро! Спасибо! ,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3890484,5,Оперативно) спасибо,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3890486,5,Супер,,,,,,['Вопрос решен']
3890512,5,Спасибо.,,,,,,['Вопрос решен']
3890517,5,"Молодцы, оперативно. ",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3890604,5,Вопрос решился быстро. Спасибо!,,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Вопрос решен']"
3890656,5,Спасибо 😉 ,,,,,,['Вопрос решен']
3890678,5,Александру спасибо за объяснение причины бульканья ! ,,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3890716,5,спасибо! всё быстро!,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3890952,5,Спасибо,,,,,,['Вопрос решен']
3890985,5,Спасибо! Исправили мою ошибку,,,,,,"['Понравилось выполнение заявки', 'Вопрос решен']"
3891095,5,мастер сделал все очень быстро и аккуратно,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Нравится качество работы сотрудников']"
3891173,5,спасибо!,,,,,,['Вопрос решен']
3891188,5,спасибо за оперативность,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3891298,5,Спасибо!,,,,,,['Вопрос решен']
3891325,5,Очень вежливый и профессиональный мастер. Устранил все недочеты оперативно и качественно. Просто отлично. Спасибо ,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Нравится качество работы сотрудников', 'Понравилось выполнение заявки', 'Вопрос решен']"
3891380,5,"Иван, огромное спасибо вам ! ",,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3891477,5,Среагировали за 20 минут!!!!,,,,,,['Нравится скорость отработки заявок']
3891489,5,"Спасибо специалисту Роману, который помог мне наконец-то решить мой вопрос! Очень грамотный и вежливый специалист) ",,,,,,"['Нравится качество работы сотрудников', 'Понравилось выполнение заявки', 'Вопрос решен', 'Нравится качество работы сотрудников']"
3891568,5,спасибо! в тот же день электрик решил проблему.,,,,,,"['Понравилось выполнение заявки', 'Вопрос решен']"
3891612,5,"Лифт и полы помыли , большое спасибо за уборку ! Ждём установку зеркал в лифтах",,,,,,['Вопрос решен']
3891740,5,спасибо!,,,,,,['Вопрос решен']
3891850,5,да все верно. спасибо,,,,,,['Вопрос решен']
3891871,5,спасибо всё бистро устранили ,,,,,,"['Понравилось выполнение заявки', 'Вопрос решен']"
3891943,4,"Спасибо, вроде бы стало лучше. ",,,,,,['Вопрос решен']
3892115,5,Спасибо большое за Вашу быструю и профессиональную помощь. ,,,,,,"['Вопрос решен', 'Нравится скорость отработки заявок']"
3892189,5,"Все быстро, не смотря на поздний час.",,,,,,['Нравится скорость отработки заявок']
3892247,5,Спасибо ,,,,,,['Вопрос решен']
3892258,5,спасибо ,,,,,,['Вопрос решен']
3892271,5,спасибо,,,,,,['Вопрос решен']
3892432,5,ответ был предоставлен оперативно и в полном объеме,,,,,,['Нравится скорость отработки заявок']
3892474,5,"Спасибо огромное,  напор стал отличным!",,,,,,['Вопрос решен']
3892541,5,спасибо,,,,,,['Вопрос решен']
3892548,5,Спасибо) там правда все убрали и стало прям чисто) если можете еще отмыть пятна чего-то… буду очень вам признателен) возможно там нужна не только тряпка),,,,,,['Вопрос решен']
3892589,5,сделали,,,,,,['Вопрос решен']
3892591,5,Спасибо мастеру Сергею за четкую работу! ,,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3892629,4,"Наконец - то. Очень надеюсь, что через 2 дня он не встанет снова",,,,,,['Вопрос решен']
3892632,5,"Благодарим, очень оперативно!",,,,,,['Нравится скорость отработки заявок']
3892659,5,"Быстро, мастеру большое спасибо",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен', 'Нравится качество работы сотрудников']"
3892748,5,"Вопрос решен быстро, спасибо мастеру. Фото выполненной работы приложил и даже позвонил!",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3892858,5,главное что проблема решена! спасибо!,,,,,,"['Понравилось выполнение заявки', 'Вопрос решен']"
3892909,5,Спасибо.. все сделали быстро .. очень вежливые сотрудники. ,,,,,,"['Нравится качество работы сотрудников', 'Нравится скорость отработки заявок', 'Вопрос решен']"
3892910,5,"спасибо, что решили проблему оперативно ",,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Вопрос решен']"
3893074,5,"Оперативно, внимательно, вежливо. Спасибо. ",,,,,,"['Нравится качество работы сотрудников', 'Нравится скорость отработки заявок', 'Вопрос решен']"
3893110,5,"Спасибо, всё оперативно сделали!",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3893437,5,Была распечатана бумажная квитанция.Хочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение Самолет+УК,,,,,,[]
3893967,5,спасибо электрику,,,,,,['Вопрос решен']
3894014,5,Спасибо ,,,,,,['Вопрос решен']
3894023,5,Спасибо ,,,,,,['Вопрос решен']
3894064,5,всё грамотно по полочкам объяснил,,,,,,['Нравится качество выполнения заявки']
3894130,5,благодарю за быстро и качественно оказанную услугу,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Вопрос решен']"
3894191,5,Спасибо за оперативное решение вопроса! ,,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Вопрос решен']"
3894264,5,Спасибо ,,,,,,['Вопрос решен']
3894294,5,Спасибо ,,,,,,['Вопрос решен']
3894326,5,"Огромное спасибо, быстро и качественно ",,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Вопрос решен']"
3894383,5,спасибо,,,,,,['Вопрос решен']
3894419,5,Спасибо большое за оперативность ,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3894423,5,Спасибо большое! ,,,,,,['Вопрос решен']
3894439,5,спасибо! ,,,,,,['Вопрос решен']
3894440,5,спасибо за ремонт!,,,,,,['Вопрос решен']
3894680,5,благодарю менеджера Татьяну ,,,,,,['Вопрос решен']
3894684,5,благодарю менеджера ,,,,,,['Вопрос решен']
3894714,5,сотрудники молодцы!,,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3894876,5,Большое спасибо ,,,,,,['Вопрос решен']
3894890,5,Большое спасибо ,,,,,,['Вопрос решен']
3894893,5,оперативно и качественно! браво!,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки']"
3894902,5,Спасибо огромное! Оперативно и качественно решили проблему! ,,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Вопрос решен']"
3894919,5,сделали,,,,,,['Вопрос решен']
3894947,5,Спасибо!,,,,,,['Вопрос решен']
3895024,5,спасибо за оперативность,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3895042,5,"Поднималась сегодня с утра, запаха нет совсем. Спасибо большое ",,,,,,['Вопрос решен']
3895051,5,"Специалист проконсультировал, сориентировал по срокам.",,,,,,['Вопрос решен']
3895064,5,"спасибо, быстро и качественно. ",,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Вопрос решен']"
3895084,5,Спасибо ,,,,,,['Вопрос решен']
3895126,5,спасибо. ,,,,,,['Вопрос решен']
3895181,5,Спасибо за оперативность 💫💫💫,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3895221,5,Все отлично! Спасибо ,,,,,,"['Нравится качество выполнения заявки', 'Вопрос решен']"
3895423,5,"Спасибо, большое!!!",,,,,,['Вопрос решен']
3895493,5,Спасибо  большое ! ,,,,,,['Вопрос решен']
3895519,5,Быстро и оперативно ,,,,,,['Нравится скорость отработки заявок']
3895561,5,Спасибо ,,,,,,['Вопрос решен']
3895566,5,все отлично,,,,,,['Нравится качество выполнения заявки']
3895624,5,Оперативно. Пока работает ,,,,,,['Нравится скорость отработки заявок']
3895634,5,"Лика, спасибо Вам за оперативный ответ и подробные разъяснения по работе с приложением! ",,,,,,['Вопрос решен']
3895642,5,Спасибо большое ,,,,,,['Вопрос решен']
3895794,5,Отличный сотрудник ,,,,,,['Нравится качество работы сотрудников']
3895805,5,Спасибо Мастеру Олегу!,,,,,,['Вопрос решен']
3895874,5,"Для точной оценки нужно пережить зиму и понять, лучше стало или нет",,,,,,['Вопрос решен']
3895925,5,"Спасибо большое за оперативность!)👍 Уже оценили песочек - очень хороший, чистый))) Дети были очень рады что в песочнице достаточное количество песка!)) 🤗",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3896179,5,Быстро.Качественно.,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки']"
3896191,5,Спасибо большое всё решили быстро!,,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Вопрос решен']"
3896230,5,"оперативно, быстро .",,,,,,['Нравится скорость отработки заявок']
3896394,5,Спасибо,,,,,,['Вопрос решен']
3896480,5,"оказали не только услугу по приобретению ключа,но ещё установили приложение УК Самолёт!!!",,,,,,['Вопрос решен']
3896509,5,Приходил мастер все отрегулировал большое спасибо ,,,,,,['Вопрос решен']
3896614,5,Оперативно ,,,,,,['Нравится скорость отработки заявок']
3896717,5,спасибо за консультацию,,,,,,['Вопрос решен']
3896735,5,"Парни (установщики) отработали на 5+, а вот упаковка не очень , тк не полный комплект фурнитуры (отсутствовали в комплекте нижняя ответка, пришлось колхозить и отпиливать кусок от старой ответки, а также шурупы отсутствовали)",,,,,,[]
3896818,5,Спасибо! Всё хорошо ,,,,,,"['Нравится качество выполнения заявки', 'Вопрос решен']"
3896822,5,Все ок,,,,,,['Вопрос решен']
3896870,5,Сразу бы так,,,,,,['Вопрос решен']
3896928,5," Ответ получен. ['Вопрос решен']
3896945,5,Благодарю за обратную связь. ",,,,,,['Вопрос решен']
3897730,5,Все было сделано быстро и качественно.,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки']"
3897737,5,Все было сделано быстро и качественно.,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки']"
3897741,5,Все было сделано быстро и качественно.,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки']"
3897826,5,Спасибо,,,,,,['Вопрос решен']
3897831,5,"Напор стал гораздо сильнее, небо и земля. Быстро поняли причину слабого напора. Спасибо ",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3898045,5,"Спасибо за вашу работу! Вычислить бы, кто вырвал предыдущий доводчик и наказать! А вам спасибо!",,,,,,['Вопрос решен']
3898417,5,"быстро позвонили, пришли все сделали,спасибо ",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3898427,5,"Молодцы, очень оперативно!!!!! Прям минус одна головная боль ",,,,,,['Нравится скорость отработки заявок']
3898572,5,"Очень быстро, качественно. Спасибо! 🤝",,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Вопрос решен']"
3898709,5,спасибо большое за разъяснения и за оперативность,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3898761,5,"сотрудники работают на 5+ ! мгновенно обрабатываются заявки, ответ поступает сразу и всё решается.отличный сервис, очень приятно)",,,,,,['Нравится скорость отработки заявок']
3898762,5,Быстро и понятно ,,,,,,['Нравится скорость отработки заявок']
3898819,5,Спасибо за консультацию!,,,,,,['Вопрос решен']
3898847,5,спасибо за оперативность ,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3898925,5,спасибо,,,,,,['Вопрос решен']
3899166,5,Отлично!,,,,,,['Нравится качество выполнения заявки']
3899751,5,Спасибо! ,,,,,,['Вопрос решен']
3899781,5,Норм,,,,,,['Вопрос решен']
3899842,5,Отлично все сделано 5 балов.,,,,,,['Нравится качество выполнения заявки']
3899994,5,Спасибо! ,,,,,,['Вопрос решен']
3900024,5,отлично👍👏😆,,,,,,['Нравится качество выполнения заявки']
3900150,5,спс,,,,,,['Вопрос решен']
3900408,5,"Спасибо большое, все получила ",,,,,,['Вопрос решен']
3900525,5,"Спасибо ,очень оперативно ",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3900539,5,"благодарю мастера, всё объяснил и дал рекомендации",,,,,,['Вопрос решен']
3900559,5,Ребята молодцы,,,,,,['Вопрос решен']
3900602,5,Спасибо за оперативное решение,,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Вопрос решен']"
3900618,5,спасибо,,,,,,['Вопрос решен']
3900869,5,Большое спасибо мастеру!,,,,,,['Вопрос решен']
3900886,5,"к оказанию самой услуги и сантехнику претензий нет. а вот, то что отключения происходят регулярно - крайне негативно сказывается на впечатление о компании Самолет УК",,,,,,['Вопрос решен']
3901066,5,Спасибо!,,,,,,['Вопрос решен']
3901093,5,спасибо! ,,,,,,['Вопрос решен']
3901101,5,"Специалист компетентно объяснил, что необходимо сделать таких случаях! Игорь Золотухин 👍",,,,,,"['Вопрос решен', 'Нравится качество работы сотрудников']"
3901168,5,Быстро и чётко,,,,,,['Нравится скорость отработки заявок']
3901182,5,Всё хорошо,,,,,,['Нравится качество выполнения заявки']
3901194,5,Владимир грамотно и здорово и быстро все сделал,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Нравится качество работы сотрудников']"
3901238,5,Отличный сервис! ,,,,,,['Вопрос решен']
3901247,5,огромное спасибо,,,,,,['Вопрос решен']
3901257,5,"Спасибо! Сервис работает, это самое главное :)",,,,,,['Вопрос решен']
3901356,5,"Все отлично,позвонили,ответ предоставили ",,,,,,['Нравится качество выполнения заявки']
3901414,5,Заявка была отработана в течение 5-ти минут.  Благодарю за оперативность!,,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3901433,5,"Все отлично, спасибо",,,,,,"['Нравится качество выполнения заявки', 'Вопрос решен']"
3901446,5,Оперативное решение! Спасибо),,,,,,"['Понравилось выполнение заявки', 'Нравится скорость отработки заявок', 'Вопрос решен']"
3901616,5,"Татьяна оперативно решила вопрос,очень отзывчивая 👍",,,,,,"['Нравится качество работы сотрудников', 'Понравилось выполнение заявки', 'Нравится скорость отработки заявок']"
3901836,5,Все гуд,,,,,,['Вопрос решен']
3901932,5,Все отлично.👍,,,,,,['Нравится качество выполнения заявки']
3901987,5,"Поприветствовали, предложили присесть. Всё быстро оформили. Спасибо. ",,,,,,"['Нравится скорость отработки заявок', 'Вопрос решен']"
3902000,4,"Спасибо что убрали надпись. Думал, будет аккуратнее ",,,,,,['Вопрос решен']
3902088,5,все быстро и четко ,,,,,,['Нравится скорость отработки заявок']
3902093,5,"Добрый день! Заявка была выполнена качественно, сотрудники грамотные,очень вежливые, большое им спасибо! ",,,,,,"['Нравится качество работы сотрудников', 'Нравится качество выполнения заявки', 'Вопрос решен']"
3902383,5,спасибо за помощь от подключившихся инженеров.,,,,,,['Вопрос решен']
3902482,5,Замечательный мастер! Все очень оперативно и качественно. Добрый человек с золотыми руками! Огромное спасибо!!!,,,,,,"['Нравится скорость отработки заявок', 'Нравится качество выполнения заявки', 'Вопрос решен']"
3902496,5,"Благодарю, хотя я уже давно просила и получаю на эл.почту, но почему-то ещё и бумажные получала.",,,,,,['Вопрос решен']
