"annotation_id","annotator","categories","comment","created_at","id","lead_time","rating","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки"
2345,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Хороший мастер","2025-05-14T04:02:59.722207Z",3812092,11.088,5,"2025-05-14T04:02:59.722207Z","","","","",""
2344,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо за оперативность! 
","2025-05-14T04:02:40.900796Z",3815412,1.525,5,"2025-05-14T04:02:40.900796Z","","","","",""
2343,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","выполнена

","2025-05-14T04:02:36.851446Z",3820641,1.582,5,"2025-05-14T04:02:36.851446Z","","","","",""
2342,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Все супер, Мастер 👍","2025-05-14T04:02:32.673629Z",3828569,1.932,5,"2025-05-14T04:02:32.673629Z","","","","",""
2341,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Благодарю ребят.","2025-05-14T04:02:27.366412Z",3829748,1.437,5,"2025-05-14T04:02:27.366412Z","","","","",""
2340,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое ","2025-05-14T04:02:23.462863Z",3831509,1.065,5,"2025-05-14T04:02:23.462863Z","","","","",""
2339,"1","Вопрос решен","спасибо","2025-05-14T04:02:19.173242Z",3831883,0.805,5,"2025-05-14T04:02:19.173242Z","","","","",""
2338,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо!","2025-05-14T04:02:15.919708Z",3832952,0.813,5,"2025-05-14T04:02:15.919708Z","","","","",""
2337,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Проблема решена, ручки на окна поставили.
Спасибо за обратную связь!","2025-05-14T04:02:11.539594Z",3834081,1.004,5,"2025-05-14T04:02:11.539594Z","","","","",""
2336,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Благодарю за проделанную работу! ","2025-05-14T04:02:08.086830Z",3835748,0.802,5,"2025-05-14T04:02:08.086830Z","","","","",""
2335,"1","Вопрос решен","надеюсь и причину устранили, а то после первого дождя будет тоже самое..","2025-05-14T04:02:04.831542Z",3835874,19.369,5,"2025-05-14T04:02:04.832554Z","","","","",""
2334,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо, всё чётко.","2025-05-14T04:01:42.598782Z",3839647,1.088,5,"2025-05-14T04:01:42.598782Z","","","","",""
2333,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Благодарю ","2025-05-14T04:01:39.249590Z",3840353,1.056,5,"2025-05-14T04:01:39.249590Z","","","","",""
2332,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо Сергей ! ))))","2025-05-14T04:01:35.808305Z",3841026,1.429,5,"2025-05-14T04:01:35.808305Z","","","","",""
2331,"1","{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)","2025-05-14T04:01:31.870800Z",3842440,3.581,5,"2025-05-14T04:01:31.870800Z","","","","",""
2330,"1","Вопрос решен","хоть что то сделали 👍👏","2025-05-14T04:01:25.369464Z",3842790,2.118,5,"2025-05-14T04:01:25.369464Z","","","","",""
2329,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо)","2025-05-14T04:01:20.957345Z",3843760,2.828,5,"2025-05-14T04:01:20.957345Z","","","","",""
2328,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","профессионально, быстро. очень приятный мастер","2025-05-14T04:01:15.672932Z",3844645,20.967,5,"2025-05-14T04:01:15.672932Z","","","","",""
2327,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо! ","2025-05-14T04:00:52.451614Z",3846820,1.438,5,"2025-05-14T04:00:52.451614Z","","","","",""
2326,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо, вопрос решили, всё стало нормально ","2025-05-14T04:00:48.565824Z",3846831,3.699,5,"2025-05-14T04:00:48.565824Z","","","","",""
2325,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Татьяна Владимировна большое вам спасибо!!!! ","2025-05-14T04:00:41.744647Z",3848236,1.135,5,"2025-05-14T04:00:41.744647Z","","","","",""
2324,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо! ","2025-05-14T04:00:38.395307Z",3850021,1.111,5,"2025-05-14T04:00:38.395307Z","","","","",""
2323,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо за  быстрый ответ! 


","2025-05-14T04:00:35.077480Z",3850118,1.193,1,"2025-05-14T04:00:35.077480Z","","","","",""
2322,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Огромное спасибо вам от всего подъезда!!!   )))))","2025-05-14T04:00:31.608935Z",3852179,1.076,5,"2025-05-14T04:00:31.608935Z","","","","",""
2321,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо!)","2025-05-14T04:00:28.363551Z",3852743,0.903,5,"2025-05-14T04:00:28.363551Z","","","","",""
2320,"1","Вопрос решен","спасибо ","2025-05-14T04:00:25.138150Z",3852975,0.716,5,"2025-05-14T04:00:25.138150Z","","","","",""
2319,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Все отлично ","2025-05-14T04:00:22.112729Z",3854073,1.316,5,"2025-05-14T04:00:22.112729Z","","","","",""
2318,"1","Вопрос решен","свершилось","2025-05-14T04:00:18.069121Z",3856028,0.672,1,"2025-05-14T04:00:18.069121Z","","","","",""
2317,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо мастеру ","2025-05-14T04:00:14.949710Z",3859764,0.908,5,"2025-05-14T04:00:14.949710Z","","","","",""
2316,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝","2025-05-14T04:00:11.770148Z",3859780,2.032,5,"2025-05-14T04:00:11.770148Z","","","","",""
2315,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Среагировали быстро, благодарю ","2025-05-14T04:00:06.643431Z",3860248,7.85,5,"2025-05-14T04:00:06.643431Z","","","","",""
2314,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо за оперативность!","2025-05-14T03:59:56.273733Z",3860900,1.74,5,"2025-05-14T03:59:56.273733Z","","","","",""
2313,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Отличный мастер!","2025-05-14T03:59:52.344490Z",3862448,2.524,5,"2025-05-14T03:59:52.344490Z","","","","",""
2312,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо! По крайней мере, по ночам пока шума не слышно.","2025-05-14T03:59:47.591278Z",3863351,2.16,5,"2025-05-14T03:59:47.591278Z","","","","",""
2311,"1","Вопрос решен","Быстро ","2025-05-14T03:59:43.259915Z",3863609,1.353,5,"2025-05-14T03:59:43.259915Z","","","","",""
2310,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо за своевременное выполнение заявки...","2025-05-14T03:59:38.226605Z",3866829,3.906,5,"2025-05-14T03:59:38.226605Z","","","","",""
2309,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","все сделали быстро. спасибо ","2025-05-14T03:59:31.832377Z",3866867,4.771,5,"2025-05-14T03:59:31.832377Z","","","","",""
2308,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","всё отлично 👍","2025-05-14T03:59:24.805418Z",3868883,1.278,5,"2025-05-14T03:59:24.805418Z","","","","",""
2307,"1","Вопрос решен","Спасибо ","2025-05-14T03:59:21.148137Z",3871379,1.198,5,"2025-05-14T03:59:21.148137Z","","","","",""
2306,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Большое спасибо Александру,за оперативность и профессионализм ","2025-05-14T03:59:15.446165Z",3872124,3.2199999999999998,5,"2025-05-14T03:59:17.397401Z","","","","",""
2305,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","благодарю ","2025-05-14T03:59:10.643613Z",3872129,1.507,5,"2025-05-14T03:59:10.643613Z","","","","",""
2304,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","оперативно и качественно. спасибо ","2025-05-14T03:59:06.532700Z",3873692,2.165,5,"2025-05-14T03:59:06.532700Z","","","","",""
2303,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо!","2025-05-14T03:59:02.294487Z",3874941,1.148,5,"2025-05-14T03:59:02.294487Z","","","","",""
2302,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","благодарю, всего доброго!","2025-05-14T03:58:59.124927Z",3875262,4.138,5,"2025-05-14T03:58:59.124927Z","","","","",""
2301,"1","Вопрос решен","спасибо","2025-05-14T03:58:52.051425Z",3876790,3.08,5,"2025-05-14T03:58:52.051425Z","","","","",""
2300,"1","Вопрос решен","Спасибо ","2025-05-14T03:58:46.772634Z",3876998,0.962,5,"2025-05-14T03:58:46.772634Z","","","","",""
2299,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое! ","2025-05-14T03:58:43.789615Z",3877186,2.642,5,"2025-05-14T03:58:43.789615Z","","","","",""
2298,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо!","2025-05-14T03:58:39.024503Z",3877315,1.218,5,"2025-05-14T03:58:39.024503Z","","","","",""
2297,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","К мастеру вопросов нет.  ","2025-05-14T03:58:35.606151Z",3877334,1.302,3,"2025-05-14T03:58:35.606151Z","","","","",""
2296,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Мастер быстро решил проблему!Всё исправил,очень довольна!Спасибо!","2025-05-14T03:58:31.045217Z",3877901,1.226,5,"2025-05-14T03:58:31.045217Z","","","","",""
2295,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","вытяжка заработала - спасибо. отдельное спасибо мастеру, который сообщил, что нет причин, препятствующих подключению вытяжки к домовой вентиляции ","2025-05-14T03:58:27.455687Z",3878088,1.331,5,"2025-05-14T03:58:27.455687Z","","","","",""
2294,"1","Вопрос решен","спасибо большое! надолго ли🙄","2025-05-14T03:58:23.838029Z",3878555,1.742,5,"2025-05-14T03:58:23.838029Z","","","","",""
2293,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Огромное спасибо! ","2025-05-14T03:58:19.983062Z",3878808,1.03,5,"2025-05-14T03:58:19.983062Z","","","","",""
2292,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Всё очень четко организовано! Большое спасибо за работу!","2025-05-14T03:58:16.590382Z",3879856,1.223,5,"2025-05-14T03:58:16.591378Z","","","","",""
2291,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо Вам большое и за дверь и за номера квартир!","2025-05-14T03:58:12.017796Z",3880345,1.313,5,"2025-05-14T03:58:12.017796Z","","","","",""
2290,"1","Вопрос решен","снимаю звезду за первую отписку без выполнения работ","2025-05-14T03:58:08.451202Z",3880717,16.436,3,"2025-05-14T03:58:08.451202Z","","","","",""
2289,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","В день создания заявки , рабочие оперативно пришли и весь ужас убрали , огромная благодарность ! ","2025-05-14T03:57:49.755328Z",3881004,6.066,5,"2025-05-14T03:57:49.755328Z","","","","",""
2288,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо!","2025-05-14T03:57:41.791634Z",3881432,0.837,5,"2025-05-14T03:57:41.792633Z","","","","",""
2287,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо! Все заработало ","2025-05-14T03:57:38.948178Z",3881460,1.766,5,"2025-05-14T03:57:38.948178Z","","","","",""
2286,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо, решили мой вопрос на месте в офисе ","2025-05-14T03:57:35.211900Z",3881636,1.151,5,"2025-05-14T03:57:35.211900Z","","","","",""
2285,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо больше Ольге Птушкине, за проделанную работу! ","2025-05-14T03:57:32.034361Z",3882840,1.772,5,"2025-05-14T03:57:32.034361Z","","","","",""
2284,"1","Вопрос решен","Спасибо ","2025-05-14T03:57:27.240296Z",3883049,0.754,5,"2025-05-14T03:57:27.240296Z","","","","",""
2283,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","всё сделали хорошо, починили вовремя. наверное, молодцы.","2025-05-14T03:57:23.839941Z",3883200,1.455,5,"2025-05-14T03:57:23.839941Z","","","","",""
2282,"1","Вопрос решен","Спасибо","2025-05-14T03:57:20.338059Z",3883457,0.712,5,"2025-05-14T03:57:20.338059Z","","","","",""
2281,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Супер! Спасибо!","2025-05-14T03:57:17.671310Z",3883549,0.865,5,"2025-05-14T03:57:17.671310Z","","","","",""
2280,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Отлично! Все выполнили как и обещали! ","2025-05-14T03:57:14.262408Z",3883658,0.897,5,"2025-05-14T03:57:14.263409Z","","","","",""
2279,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Очень оперативно. Спасибо большое ","2025-05-14T03:57:11.388633Z",3883736,1.389,5,"2025-05-14T03:57:11.388633Z","","","","",""
2278,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.","2025-05-14T03:57:07.995877Z",3883745,13.123,5,"2025-05-14T03:57:07.995877Z","","","","",""
2277,"1","Вопрос решен","Спасибо","2025-05-14T03:56:53.088770Z",3883823,0.901,5,"2025-05-14T03:56:53.088770Z","","","","",""
2276,"1","Вопрос решен","спасибо","2025-05-14T03:56:49.815786Z",3884514,0.762,5,"2025-05-14T03:56:49.815786Z","","","","",""
2275,"1","Вопрос решен","Спасибо ","2025-05-14T03:56:47.218294Z",3884705,0.735,5,"2025-05-14T03:56:47.218294Z","","","","",""
2274,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Умело подкрутили редукторы давления. Молодец!","2025-05-14T03:56:44.583551Z",3884964,6.384,5,"2025-05-14T03:56:44.583551Z","","","","",""
2273,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","все хорошо,дверь практически бесшумно закрывается","2025-05-14T03:56:35.246108Z",3885089,1.156,5,"2025-05-14T03:56:35.246108Z","","","","",""
2272,"1","Вопрос решен","Спасибо ","2025-05-14T03:56:32.240191Z",3885291,1.337,5,"2025-05-14T03:56:32.240191Z","","","","",""
2271,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо)","2025-05-14T03:56:29.038179Z",3885807,1.078,5,"2025-05-14T03:56:29.038179Z","","","","",""
2270,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам","2025-05-14T03:56:26.002430Z",3886150,12.628,5,"2025-05-14T03:56:26.002430Z","","","","",""
2269,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","быстро, чётко, без проблем. одно слово - мастер! ","2025-05-14T03:56:11.514882Z",3886231,3.243,5,"2025-05-14T03:56:11.514882Z","","","","",""
2268,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Работает. Спасибо!","2025-05-14T03:56:05.985847Z",3886721,0.562,5,"2025-05-14T03:56:05.985847Z","","","","",""
2267,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","сегодня ездил, все исправно работает, спасибо!","2025-05-14T03:56:03.528551Z",3886923,1.254,5,"2025-05-14T03:56:03.528551Z","","","","",""
2266,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое, всё понятно.","2025-05-14T03:56:00.226606Z",3886937,1.129,5,"2025-05-14T03:56:00.226606Z","","","","",""
2265,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Татьяна спасибо ❤️","2025-05-14T03:55:57.170144Z",3887002,4.913,5,"2025-05-14T03:55:57.170144Z","","","","",""
2264,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","На вопрос ответили. Крепления нельзя повесить в колясочной","2025-05-14T03:55:47.875145Z",3887203,1.766,5,"2025-05-14T03:55:47.875145Z","","","","",""
2263,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Большое спасибо!","2025-05-14T03:55:44.234424Z",3887228,0.85,5,"2025-05-14T03:55:44.234424Z","","","","",""
2262,"1","Вопрос решен","Лучший ","2025-05-14T03:55:41.545615Z",3887353,2.754,5,"2025-05-14T03:55:41.545615Z","","","","",""
2261,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо за оперативность ","2025-05-14T03:55:37.034395Z",3887358,1.456,5,"2025-05-14T03:55:37.034395Z","","","","",""
2260,"1","Вопрос решен","спасибо ","2025-05-14T03:55:33.587537Z",3887389,1.648,5,"2025-05-14T03:55:33.587537Z","","","","",""
2258,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо за то что быстро отреагировали","2025-05-14T03:55:20.627255Z",3887392,2.043,5,"2025-05-14T03:55:20.627255Z","","","","",""
2259,"1","{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Сервис на высоте, мастер - профессионал","2025-05-14T03:55:23.705039Z",3887422,3.6930000000000005,5,"2025-05-14T03:55:26.977149Z","","","","",""
2257,"1","Вопрос решен","спасибо","2025-05-14T03:55:16.308571Z",3887496,0.639,5,"2025-05-14T03:55:16.308571Z","","","","",""
2256,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо большое","2025-05-14T03:55:13.552071Z",3887525,0.772,5,"2025-05-14T03:55:13.552071Z","","","","",""
2255,"1","Вопрос решен","ок ","2025-05-14T03:55:10.786553Z",3887606,0.92,1,"2025-05-14T03:55:10.786553Z","","","","",""
2254,"1","Вопрос решен","Надолго ли(","2025-05-14T03:55:07.854202Z",3887614,0.687,2,"2025-05-14T03:55:07.854202Z","","","","",""
2253,"1","Вопрос решен","Надолго ли(","2025-05-14T03:55:04.782135Z",3887616,0.949,2,"2025-05-14T03:55:04.782135Z","","","","",""
2252,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо. Все работает","2025-05-14T03:55:02.034135Z",3887743,2.694,5,"2025-05-14T03:55:02.034135Z","","","","",""
2251,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое!","2025-05-14T03:54:57.225454Z",3887791,1.044,5,"2025-05-14T03:54:57.225454Z","","","","",""
2250,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо!","2025-05-14T03:54:54.437041Z",3887832,1.046,5,"2025-05-14T03:54:54.437041Z","","","","",""
2249,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","заявка выполнена, спасибо.","2025-05-14T03:54:50.974196Z",3887844,1.542,5,"2025-05-14T03:54:50.974196Z","","","","",""
2248,"1","Вопрос решен","Дверь закрывается намного лучше.","2025-05-14T03:54:47.393770Z",3887922,0.83,5,"2025-05-14T03:54:47.393770Z","","","","",""
2247,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо за быстрое реагирование!!!","2025-05-14T03:54:43.916875Z",3888009,1.781,5,"2025-05-14T03:54:43.916875Z","","","","",""
2246,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Оперативно сработали, благодарю.","2025-05-14T03:54:40.224872Z",3888318,1.231,5,"2025-05-14T03:54:40.224872Z","","","","",""
